,cow_id,breed_event_id,first_recheck_DSLB,resolution_DSLB,days_to_resolution,samples_to_resolution,final_status
1108,8391.0392159.0,8391.0392159.0_2025_3_1,36,36,0,4,rc_loss
1109,8420.0401430.0,8420.0401430.0_2021_12_1,31,31,0,2,rc_open
1110,8423.0401430.0,8423.0401430.0_2022_4_2,29,29,0,2,rc_open
1111,8426.0401430.0,8426.0401430.0_2021_12_1,69,69,0,2,rc_preg
1112,8426.0401430.0,8426.0401430.0_2023_3_2,42,42,0,6,rc_preg
1113,8436.0392159.0,8436.0392159.0_2025_8_3,38,38,0,2,rc_open
1114,8446.0392159.0,8446.0392159.0_2025_5_1,36,36,0,2,rc_open
1115,8502.0392159.0,8502.0392159.0_2025_5_1,36,36,0,2,rc_open
1116,858.0392159.0,858.0392159.0_2023_8_3,29,29,0,5,rc_loss
1117,8601.0401430.0,8601.0401430.0_2021_12_1,28,28,0,3,rc_preg
1118,8601.0401430.0,8601.0401430.0_2025_7_5,35,35,0,8,rc_preg
1119,8605.0401430.0,8605.0401430.0_2023_2_2,36,36,0,2,rc_open
1120,8622.0401430.0,8622.0401430.0_2022_10_2,36,36,0,3,rc_open
1121,863.0392159.0,863.0392159.0_2022_12_2,29,29,0,2,rc_open
1122,863.0392159.0,863.0392159.0_2025_7_7,36,36,0,2,rc_open
1123,8631.0392159.0,8631.0392159.0_2022_5_1,29,29,0,3,rc_open
1124,8658.0401430.0,8658.0401430.0_2022_1_1,40,40,0,1,rc_open
1125,8684.0401430.0,8684.0401430.0_2022_2_1,28,28,0,3,rc_open
1126,8716.0401430.0,8716.0401430.0_2021_11_1,66,66,0,2,rc_preg
1127,8723.0401430.0,8723.0401430.0_2021_11_1,64,64,0,2,rc_preg
1128,8735.0401430.0,8735.0401430.0_2021_12_1,70,70,0,2,rc_preg
1129,874.0392159.0,874.0392159.0_2023_5_3,39,39,0,4,rc_preg
1130,8748.0401430.0,8748.0401430.0_2022_11_1,37,37,0,2,rc_open
1131,8752.0401430.0,8752.0401430.0_2022_6_5,38,38,0,2,rc_preg
1132,8759.0401430.0,8759.0401430.0_2023_2_2,37,37,0,3,rc_open
1133,8764.0401430.0,8764.0401430.0_2023_5_2,41,41,0,3,rc_preg
1134,8776.0401430.0,8776.0401430.0_2023_6_4,40,40,0,2,rc_open
1135,8777.0401430.0,8777.0401430.0_2023_1_2,38,38,0,1,rc_open
1136,8783.0401430.0,8783.0401430.0_2022_1_1,28,28,0,3,rc_loss
1137,8838.0401430.0,8838.0401430.0_2023_1_2,36,36,0,2,rc_open
1138,8840.0401430.0,8840.0401430.0_2022_5_2,35,35,0,2,rc_open
1139,8873.0401430.0,8873.0401430.0_2022_2_1,28,28,0,2,rc_open
1140,8873.0401430.0,8873.0401430.0_2023_5_4,40,40,0,5,rc_loss
1141,8876.0401430.0,8876.0401430.0_2022_2_1,28,28,0,1,rc_open
1142,8908.0401430.0,8908.0401430.0_2023_1_3,49,49,0,3,rc_open
1143,8912.0401430.0,8912.0401430.0_2023_7_1,37,37,0,2,rc_open
1144,8914.0401430.0,8914.0401430.0_2023_8_2,36,36,0,1,rc_open
1145,892.0392159.0,892.0392159.0_2022_11_2,36,36,0,1,rc_open
1146,8930.0401430.0,8930.0401430.0_2022_9_1,36,36,0,2,rc_open
1147,8933.0401430.0,8933.0401430.0_2024_8_4,37,37,0,1,rc_open
1148,8935.0401430.0,8935.0401430.0_2023_5_1,37,37,0,2,rc_open
1149,8938.0401430.0,8938.0401430.0_2023_8_2,36,36,0,2,rc_open
1150,8943.0401430.0,8943.0401430.0_2023_8_3,36,36,0,2,rc_open
1151,8943.0401430.0,8943.0401430.0_2025_4_9,35,35,0,2,rc_open
1152,8954.0401430.0,8954.0401430.0_2022_1_1,28,28,0,2,rc_loss
1153,8959.0401430.0,8959.0401430.0_2024_7_3,47,47,0,4,rc_open
1154,8975.0401430.0,8975.0401430.0_2023_8_4,39,39,0,3,rc_open
1155,8997.0401430.0,8997.0401430.0_2022_9_1,36,36,0,1,rc_open
1156,9008.0401430.0,9008.0401430.0_2022_10_1,41,41,0,5,rc_preg
1157,9009.0392159.0,9009.0392159.0_2022_8_1,79,79,0,2,rc_open
1158,9009.0392159.0,9009.0392159.0_2025_1_3,29,29,0,2,rc_open
1159,9009.0401430.0,9009.0401430.0_2023_1_2,36,36,0,5,rc_open
1160,9015.0401430.0,9015.0401430.0_2022_8_2,40,40,0,6,rc_preg
1161,9016.0401430.0,9016.0401430.0_2023_2_2,40,40,0,3,rc_open
1162,9026.0392159.0,9026.0392159.0_2023_3_2,42,42,0,4,rc_open
1163,9026.0392159.0,9026.0392159.0_2024_11_4,36,36,0,1,rc_open
1164,9034.0392159.0,9034.0392159.0_2022_10_1,45,45,0,1,rc_open
1165,9035.0392159.0,9035.0392159.0_2022_11_1,33,33,0,1,rc_open
1166,904.0392159.0,904.0392159.0_2022_6_1,36,36,0,1,rc_open
1167,9048.0392159.0,9048.0392159.0_2022_12_1,29,29,0,2,rc_open
1168,9051.0392159.0,9051.0392159.0_2023_7_1,36,36,0,3,rc_open
1169,9055.0392159.0,9055.0392159.0_2022_10_1,38,38,0,1,rc_open
1170,9083.0401430.0,9083.0401430.0_2022_1_1,31,31,0,2,rc_loss
1171,9083.0401430.0,9083.0401430.0_2023_5_3,37,37,0,3,rc_open
1172,9084.0401430.0,9084.0401430.0_2024_10_4,35,35,0,3,rc_loss
1173,9085.0401430.0,9085.0401430.0_2022_8_1,35,35,0,2,rc_open
1174,9089.0401430.0,9089.0401430.0_2022_7_1,35,35,0,6,rc_preg
1175,909.0401430.0,909.0401430.0_2025_5_2,45,45,0,2,rc_open
1176,9094.0392159.0,9094.0392159.0_2022_3_1,29,29,0,1,rc_open
1177,9094.0392159.0,9094.0392159.0_2022_5_2,38,38,0,3,rc_preg
1178,9104.0401430.0,9104.0401430.0_2022_7_2,38,38,0,2,rc_open
1179,9137.0401430.0,9137.0401430.0_2022_12_2,37,37,0,2,rc_open
1180,9155.0401430.0,9155.0401430.0_2022_10_1,36,36,0,5,rc_preg
1181,9166.0401430.0,9166.0401430.0_2023_6_3,37,37,0,2,rc_open
1182,91677.0392159.0,91677.0392159.0_2022_4_1,41,41,0,2,rc_open
1183,9180.0401430.0,9180.0401430.0_2022_1_1,31,31,0,2,rc_open
1184,9190.0401430.0,9190.0401430.0_2023_8_3,36,36,0,3,rc_open
1185,9194.0401430.0,9194.0401430.0_2023_8_4,36,36,0,2,rc_open
1186,9199.0401430.0,9199.0401430.0_2023_2_2,40,40,0,4,rc_preg
1187,9247.0401430.0,9247.0401430.0_2023_6_2,37,37,0,2,rc_open
1188,9266.0401430.0,9266.0401430.0_2023_8_2,36,36,0,1,rc_open
1189,9266.0401430.0,9266.0401430.0_2024_9_4,36,36,0,3,rc_open
1190,9268.0401430.0,9268.0401430.0_2021_12_1,33,33,0,5,rc_loss
1191,9317.0401430.0,9317.0401430.0_2022_5_1,43,43,0,5,rc_preg
1192,9340.0401430.0,9340.0401430.0_2021_12_1,35,35,0,2,rc_open
1193,9340.0401430.0,9340.0401430.0_2022_2_2,28,28,0,2,rc_open
1194,9346.0401430.0,9346.0401430.0_2022_10_2,35,35,0,2,rc_open
1195,9372.0401430.0,9372.0401430.0_2021_12_1,68,68,0,2,rc_preg
1196,9378.0401430.0,9378.0401430.0_2025_4_3,35,35,0,8,rc_open
1197,9389.0401430.0,9389.0401430.0_2021_12_1,70,70,0,2,rc_preg
1198,9404.0401430.0,9404.0401430.0_2021_11_1,64,64,0,3,rc_preg
1199,9404.0401430.0,9404.0401430.0_2022_11_3,41,41,0,5,rc_preg
1200,9428.0401430.0,9428.0401430.0_2024_7_3,71,71,0,2,rc_preg
1201,94310.0392159.0,94310.0392159.0_2023_6_1,40,40,0,4,rc_preg
1202,9461.0401430.0,9461.0401430.0_2023_6_3,37,37,0,1,rc_open
1203,9461.0401430.0,9461.0401430.0_2023_7_4,40,40,0,3,rc_open
1204,9536.0401430.0,9536.0401430.0_2022_9_1,36,36,0,1,rc_open
1205,954.0392159.0,954.0392159.0_2022_7_1,32,32,0,2,rc_open
1206,9584.0401430.0,9584.0401430.0_2022_11_2,39,39,0,2,rc_open
1207,968.0401430.0,968.0401430.0_2024_11_3,39,39,0,1,rc_open
1208,968.0401430.0,968.0401430.0_2025_1_4,43,43,0,5,rc_preg
1209,96958.0392159.0,96958.0392159.0_2022_5_1,31,31,0,2,rc_open
1210,97016.0392159.0,97016.0392159.0_2022_6_1,29,29,0,2,rc_open
1211,97072.0392159.0,97072.0392159.0_2022_6_1,29,29,0,3,rc_preg
1212,9718.0401430.0,9718.0401430.0_2023_10_2,36,36,0,3,rc_open
1213,9723.0401430.0,9723.0401430.0_2022_10_2,35,35,0,3,rc_preg
1214,9724.0401430.0,9724.0401430.0_2025_3_4,35,35,0,2,rc_open
1215,9727.0401430.0,9727.0401430.0_2022_8_2,42,42,0,2,rc_open
1216,9732.0401430.0,9732.0401430.0_2025_3_4,40,40,0,1,rc_open
1217,9748.0401430.0,9748.0401430.0_2023_11_4,36,36,0,2,rc_open
1218,9773.0401430.0,9773.0401430.0_2025_4_3,37,37,0,2,rc_open
1219,9810.0401430.0,9810.0401430.0_2023_3_2,41,41,0,2,rc_open
1220,9862.0401430.0,9862.0401430.0_2022_1_1,28,28,0,2,rc_loss
1221,9872.0401430.0,9872.0401430.0_2021_12_1,64,64,0,2,rc_preg
1222,9891.0401430.0,9891.0401430.0_2023_8_2,39,39,0,2,rc_open
1223,9895.0401430.0,9895.0401430.0_2022_3_2,29,29,0,2,rc_open
1224,9932.0401430.0,9932.0401430.0_2023_7_3,35,35,0,3,rc_open
1225,9933.0401430.0,9933.0401430.0_2024_7_3,77,77,0,2,rc_preg
1226,9941.0401430.0,9941.0401430.0_2022_4_1,36,36,0,2,rc_open
1227,9949.0401430.0,9949.0401430.0_2023_11_7,38,38,0,2,rc_preg
1228,9976.0401430.0,9976.0401430.0_2022_4_2,26,26,0,2,rc_preg
1229,9997.0401430.0,9997.0401430.0_2022_10_1,36,36,0,1,rc_open
1230,9998.0401430.0,9998.0401430.0_2022_7_2,41,41,0,8,rc_preg
1231,999968.0401430.0,999968.0401430.0_2022_7_1,49,49,0,2,rc_preg
